"sex","aage","AJBHRS","ancars","ahhsize","aqfedhi","arace","aregion","atenure","avote","afiyr"
2,52,37,"2","4","3","1","5","2","3",17761.201171875
1,42,37,"1","4","4","1","17","1","2",12327.4150390625
1,22,36,"1","3","4","2","7","3","10",2192.2839355469
1,17,39,"2","4","7","1","3","2","1",3251.5891113281
2,52,35,"2","2","8","1","7","2","6",9950.6044921875
2,35,25,"3","4","7","1","18","2","1",3415.49609375
1,45,35,"1","4","12","1","5","2","1",24009.69921875
2,48,8,"1","4","6","1","2","2","2",3472.9116210938
1,33,43,"1","4","7","1","4","2","1",18566.9296875
2,44,30,"2","4","4","1","3","2","10",9694.1806640625
2,33,30,"2","4","7","1","18","2","2",10182.068359375
